Category,PermitNum,PermitClass,DateIssued,ProjectType,ResidentialType
Building & Trades Permits,RB-24-161,Simple Residential Building Permit,2024-02-20 17:12:00,New Construction,Single-Family
Building & Trades Permits,RB-24-243,Simple Residential Building Permit,2024-02-20 16:30:00,New Construction,Single-Family
Building & Trades Permits,RB-23-207,Simple Residential Building Permit,2024-02-19 20:20:00,New Construction,Single-Family
Building & Trades Permits,RB-23-475,Simple Residential Building Permit,2024-02-19 13:38:00,New Construction,Single-Family
Building & Trades Permits,RB-24-159,Simple Residential Building Permit,2024-02-16 15:59:00,New Construction,Single-Family
Building & Trades Permits,RB-24-208,Simple Residential Building Permit,2024-02-15 14:47:00,New Construction,Single-Family
Building & Trades Permits,RB-24-205,Simple Residential Building Permit,2024-02-15 14:36:00,New Construction,Single-Family
Building & Trades Permits,RB-24-200,Simple Residential Building Permit,2024-02-15 14:32:00,New Construction,Single-Family
Building & Trades Permits,RB-24-201,Simple Residential Building Permit,2024-02-14 18:54:00,New Construction,Single-Family
Building & Trades Permits,RB-24-199,Simple Residential Building Permit,2024-02-14 17:23:00,New Construction,Single-Family
Building & Trades Permits,RB-24-190,Simple Residential Building Permit,2024-02-14 15:18:00,New Construction,Single-Family
Building & Trades Permits,RB-24-188,Simple Residential Building Permit,2024-02-13 21:03:00,New Construction,Single-Family
Building & Trades Permits,RB-24-184,Simple Residential Building Permit,2024-02-13 18:22:00,New Construction,Single-Family
Building & Trades Permits,RB-24-137,Simple Residential Building Permit,2024-02-12 20:44:00,New Construction,Single-Family
Building & Trades Permits,RB-24-60,Simple Residential Building Permit,2024-02-12 20:22:00,New Construction,Single-Family
Building & Trades Permits,RB-24-136,Simple Residential Building Permit,2024-02-12 19:44:00,New Construction,Single-Family
Building & Trades Permits,RB-24-135,Simple Residential Building Permit,2024-02-12 19:36:00,New Construction,Single-Family
Building & Trades Permits,RB-24-182,Simple Residential Building Permit,2024-02-12 17:07:00,New Construction,Single-Family
Building & Trades Permits,RB-24-177,Simple Residential Building Permit,2024-02-12 17:05:00,New Construction,Single-Family
Building & Trades Permits,RB-24-180,Simple Residential Building Permit,2024-02-12 15:04:00,New Construction,Single-Family
Building & Trades Permits,RB-24-176,Simple Residential Building Permit,2024-02-09 19:52:00,New Construction,Single-Family
Building & Trades Permits,RB-24-172,Simple Residential Building Permit,2024-02-09 18:45:00,New Construction,Single-Family
Building & Trades Permits,RB-24-175,Simple Residential Building Permit,2024-02-09 17:09:00,New Construction,Single-Family
Building & Trades Permits,RB-24-171,Simple Residential Building Permit,2024-02-09 13:39:00,New Construction,Single-Family
Building & Trades Permits,RB-23-468,Simple Residential Building Permit,2024-02-08 21:26:00,New Construction,Single-Family
Building & Trades Permits,RB-24-168,Simple Residential Building Permit,2024-02-08 20:38:00,New Construction,Single-Family
Building & Trades Permits,RB-24-128,Simple Residential Building Permit,2024-02-08 13:12:00,New Construction,Single-Family
Building & Trades Permits,RB-24-2,Simple Residential Building Permit,2024-02-07 17:38:00,New Construction,Single-Family
Building & Trades Permits,RB-24-144,Simple Residential Building Permit,2024-02-07 13:47:00,New Construction,Single-Family
Building & Trades Permits,RB-24-99,Simple Residential Building Permit,2024-02-06 20:21:00,New Construction,Single-Family
Building & Trades Permits,RB-24-123,Simple Residential Building Permit,2024-02-05 19:55:00,New Construction,Single-Family
Building & Trades Permits,RB-24-54,Simple Residential Building Permit,2024-02-05 17:58:00,New Construction,Single-Family
Building & Trades Permits,RB-24-142,Simple Residential Building Permit,2024-02-05 16:38:00,New Construction,Single-Family
Building & Trades Permits,RB-24-156,Simple Residential Building Permit,2024-02-05 03:25:00,New Construction,Single-Family
Building & Trades Permits,RB-24-155,Simple Residential Building Permit,2024-02-05 03:24:00,New Construction,Single-Family
Building & Trades Permits,RB-24-18,Simple Residential Building Permit,2024-02-02 16:21:00,New Construction,Single-Family
Building & Trades Permits,RB-24-51,Simple Residential Building Permit,2024-02-01 19:19:00,New Construction,Single-Family
Building & Trades Permits,RB-24-100,Simple Residential Building Permit,2024-02-01 12:37:00,New Construction,Single-Family
Building & Trades Permits,RB-24-133,Simple Residential Building Permit,2024-01-31 23:34:00,New Construction,Single-Family
Building & Trades Permits,RB-24-118,Simple Residential Building Permit,2024-01-31 18:59:00,New Construction,Modular Home
Building & Trades Permits,RB-24-89,Simple Residential Building Permit,2024-01-31 17:47:00,New Construction,Single-Family
Building & Trades Permits,RB-24-80,Simple Residential Building Permit,2024-01-31 16:19:00,New Construction,Single-Family
Building & Trades Permits,RB-24-96,Simple Residential Building Permit,2024-01-31 16:06:00,New Construction,Single-Family
Building & Trades Permits,RB-24-88,Simple Residential Building Permit,2024-01-31 15:52:00,New Construction,Single-Family
Building & Trades Permits,RB-24-120,Simple Residential Building Permit,2024-01-30 15:35:00,New Construction,Single-Family
Building & Trades Permits,RB-24-109,Simple Residential Building Permit,2024-01-30 02:19:00,New Construction,Single-Family
Building & Trades Permits,RB-24-110,Simple Residential Building Permit,2024-01-26 16:31:00,New Construction,Single-Family
Building & Trades Permits,RB-23-332,Simple Residential Building Permit,2024-01-25 18:17:00,New Construction,Single-Family
Building & Trades Permits,RB-24-72,Simple Residential Building Permit,2024-01-24 13:21:00,New Construction,Single-Family
Building & Trades Permits,RB-24-8,Simple Residential Building Permit,2024-01-23 22:03:00,New Construction,Single-Family
Building & Trades Permits,RB-24-85,Simple Residential Building Permit,2024-01-23 14:52:00,New Construction,Single-Family
Building & Trades Permits,RB-24-67,Simple Residential Building Permit,2024-01-23 00:31:00,New Construction,Single-Family
Building & Trades Permits,RB-24-7,Simple Residential Building Permit,2024-01-22 14:12:00,New Construction,Single-Family
Building & Trades Permits,RB-24-43,Simple Residential Building Permit,2024-01-22 13:59:00,New Construction,Single-Family
Building & Trades Permits,RB-24-53,Simple Residential Building Permit,2024-01-19 02:07:00,New Construction,Single-Family
Building & Trades Permits,RB-23-536,Simple Residential Building Permit,2024-01-18 18:34:00,New Construction,Single-Family
Building & Trades Permits,RB-23-537,Simple Residential Building Permit,2024-01-18 18:31:00,New Construction,Single-Family
Building & Trades Permits,RB-23-305,Simple Residential Building Permit,2024-01-17 20:50:00,New Construction,Single-Family
Building & Trades Permits,RB-23-306,Simple Residential Building Permit,2024-01-17 19:34:00,New Construction,Single-Family
Building & Trades Permits,RB-24-36,Simple Residential Building Permit,2024-01-12 19:56:00,New Construction,Single-Family
Building & Trades Permits,RB-23-403,Simple Residential Building Permit,2024-01-11 19:19:00,New Construction,Single-Family
Building & Trades Permits,RB-24-17,Simple Residential Building Permit,2024-01-11 13:00:00,New Construction,Single-Family
Building & Trades Permits,RB-24-6,Simple Residential Building Permit,2024-01-10 13:44:00,New Construction,Single-Family
Building & Trades Permits,RB-24-11,Simple Residential Building Permit,2024-01-09 19:11:00,New Construction,Single-Family
Building & Trades Permits,RB-23-158,Simple Residential Building Permit,2024-01-09 19:07:00,New Construction,Single-Family
Building & Trades Permits,RB-23-541,Simple Residential Building Permit,2024-01-05 20:54:00,New Construction,Single-Family
Building & Trades Permits,RB-23-545,Simple Residential Building Permit,2024-01-05 20:28:00,New Construction,Single-Family
Building & Trades Permits,RB-23-489,Simple Residential Building Permit,2024-01-05 18:26:00,New Construction,Single-Family
Building & Trades Permits,RB-23-553,Simple Residential Building Permit,2024-01-05 18:01:00,New Construction,Single-Family
Building & Trades Permits,RB-23-521,Simple Residential Building Permit,2024-01-04 21:26:00,New Construction,Single-Family
Building & Trades Permits,RB-23-520,Simple Residential Building Permit,2024-01-03 19:01:00,New Construction,Single-Family
Building & Trades Permits,RB-23-516,Simple Residential Building Permit,2024-01-03 02:08:00,New Construction,Single-Family
Building & Trades Permits,RB-23-547,Simple Residential Building Permit,2023-12-29 14:13:00,New Construction,Single-Family
Building & Trades Permits,RB-23-539,Simple Residential Building Permit,2023-12-29 10:53:00,New Construction,Single-Family
Building & Trades Permits,RB-23-483,Simple Residential Building Permit,2023-12-26 15:27:00,New Construction,Single-Family
Building & Trades Permits,RB-23-481,Simple Residential Building Permit,2023-12-22 01:33:00,New Construction,Single-Family
Building & Trades Permits,RB-23-504,Simple Residential Building Permit,2023-12-20 15:54:00,New Construction,Single-Family
Building & Trades Permits,RB-23-522,Simple Residential Building Permit,2023-12-19 18:27:00,New Construction,Single-Family
Building & Trades Permits,RB-23-494,Simple Residential Building Permit,2023-12-18 19:50:00,New Construction,Single-Family
Building & Trades Permits,RB-23-507,Simple Residential Building Permit,2023-12-18 17:10:00,New Construction,Single-Family
Building & Trades Permits,RB-23-509,Simple Residential Building Permit,2023-12-18 15:21:00,New Construction,Single-Family
Building & Trades Permits,RB-23-421,Simple Residential Building Permit,2023-12-15 17:38:00,New Construction,Single-Family
Building & Trades Permits,RB-23-497,Simple Residential Building Permit,2023-12-14 13:56:00,New Construction,Single-Family
Building & Trades Permits,RB-23-457,Simple Residential Building Permit,2023-12-13 20:34:00,New Construction,Single-Family
Building & Trades Permits,RB-23-478,Simple Residential Building Permit,2023-12-13 01:07:00,New Construction,Single-Family
Building & Trades Permits,RB-23-474,Simple Residential Building Permit,2023-12-11 21:20:00,New Construction,Single-Family
Building & Trades Permits,RB-23-329,Simple Residential Building Permit,2023-12-11 20:00:00,New Construction,Single-Family
Building & Trades Permits,RB-23-447,Simple Residential Building Permit,2023-12-11 17:52:00,New Construction,Single-Family
Building & Trades Permits,RB-23-448,Simple Residential Building Permit,2023-12-11 17:23:00,New Construction,Single-Family
Building & Trades Permits,RB-23-416,Simple Residential Building Permit,2023-12-11 15:58:00,New Construction,Single-Family
Building & Trades Permits,RB-23-244,Simple Residential Building Permit,2023-12-08 20:27:00,New Construction,Single-Family
Building & Trades Permits,RB-23-246,Simple Residential Building Permit,2023-12-08 20:27:00,New Construction,Single-Family
Building & Trades Permits,RB-23-187,Simple Residential Building Permit,2023-12-08 13:34:00,New Construction,Single-Family
Building & Trades Permits,RB-23-465,Simple Residential Building Permit,2023-12-07 20:26:00,New Construction,Single-Family
Building & Trades Permits,RB-23-450,Simple Residential Building Permit,2023-12-05 21:30:00,New Construction,Single-Family
Building & Trades Permits,RB-23-385,Simple Residential Building Permit,2023-12-05 19:35:00,New Construction,Single-Family
Building & Trades Permits,RB-23-22,Simple Residential Building Permit,2023-12-04 20:17:00,New Construction,Single-Family
Building & Trades Permits,RB-23-370,Simple Residential Building Permit,2023-12-04 19:47:00,New Construction,Single-Family
Building & Trades Permits,RB-23-343,Simple Residential Building Permit,2023-12-04 15:27:00,New Construction,Modular Home
Building & Trades Permits,RB-23-369,Simple Residential Building Permit,2023-12-01 19:24:00,New Construction,Single-Family
Building & Trades Permits,RB-23-399,Simple Residential Building Permit,2023-12-01 15:28:00,New Construction,Single-Family
Building & Trades Permits,RB-23-352,Simple Residential Building Permit,2023-11-30 22:18:00,New Construction,Single-Family
Building & Trades Permits,RB-23-353,Simple Residential Building Permit,2023-11-30 22:12:00,New Construction,Single-Family
Building & Trades Permits,RB-23-417,Simple Residential Building Permit,2023-11-30 18:59:00,New Construction,Single-Family
Building & Trades Permits,RB-23-397,Simple Residential Building Permit,2023-11-30 18:55:00,New Construction,Single-Family
Building & Trades Permits,RB-23-368,Simple Residential Building Permit,2023-11-30 14:58:00,New Construction,Single-Family
Building & Trades Permits,RB-23-135,Simple Residential Building Permit,2023-11-30 14:39:00,New Construction,Single-Family
Building & Trades Permits,RB-23-364,Simple Residential Building Permit,2023-11-29 20:42:00,New Construction,Single-Family
